CESM-ATM	305.07	310.15	106.03	179.49	162.34
HACC	366.16	404.24	221.85	{}	147.78
RTM	415.76	379.29	137.09	156.11	178.23
SCALE	264.76	264.45	95.89	178.07	148.74
QMCPack	286.25	283.98	82.31	168.22	141.92
NYX	244.17	244.45	81.07	176.04	158.71
JetIn	565.73	509.97	154.08	{}	264.25
Miranda	350.61	349.12	136.51	{}	110.41
SynTruss	400.38	386.52	170.63	{}	205.64
Average	355.4322222	348.0188889	131.7177778	171.586	168.6688889
