CESM-ATM	433.02	454.13	183.09	147.15	160.39
HACC	431.72	459.04	193.62	{}	128.2
RTM	948.26	714.44	256.78	138.24	340.31
SCALE	335.17	327.73	172.44	148.91	172.07
QMCPack	354.45	320.92	136.37	139.12	122.26
NYX	302.84	323.04	125.24	154.88	169.91
JetIn	856.24	732.24	171.61	{}	235.69
Miranda	420.94	423.39	158.09	{}	125.05
SynTruss	598.73	485.38	214.09	{}	181.19
Average	520.1522222	471.1455556	179.0366667	145.66	181.6744444
