CESM-ATM	479.02	530.09	228.17	154.05	225.16
HACC	451.85	503.23	402.33	{}	136.35
RTM	1241.59	1188.03	256.36	138.45	349.8
SCALE	357.01	360.91	200.25	152.88	210.19
QMCPack	387.63	443.11	160.68	137.58	189.45
NYX	326.03	359.16	145.35	155.69	268.61
JetIn	1072.85	834.55	235.61	{}	275.69
Miranda	436.72	458.42	196.52	{}	127.51
SynTruss	709.33	697.31	234.94	{}	213.07
Average	606.8922222	597.2011111	228.9122222	147.73	221.7588889
