CESM-ATM	295.74	290.21	78.46	180.41	137.98
HACC	340.36	345.09	121.01	{}	107.89
RTM	403.96	390.22	142.66	155.73	153.31
SCALE	260.31	262.86	80.05	167.85	127.16
QMCPack	245.86	240.97	72.04	162.77	119.31
NYX	244.08	244.24	70.73	173.78	132.71
JetIn	562.36	552.71	102.54	{}	262.64
Miranda	297.63	329.71	100.78	{}	83.65
SynTruss	372.26	354.73	138.35	{}	152.65
Average	335.84	334.5266667	100.7355556	168.108	141.9222222
